gene_id	KO1CT	KO1G	KO1NH	KO1NL	KO2CT	KO2G	KO2NH	KO2NL	KO3CT	KO3G	KO3NH	KO3NL	WT1CT	WT1G	WT1NH	WT1NL	WT2CT	WT2G	WT2NH	WT2NL	WT3CT	WT3G	WT3NH	WT3NL
Ang2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd4b	975	1142	1195	1123	978	1329	1266	1069	984	1174	1409	1174	858	1191	1105	1238	822	1432	1081	1109	966	1137	1070	1221
Rin1	96	31	39	36	87	38	44	46	85	39	39	44	59	51	64	53	67	31	42	38	109	39	42	53
Rin3	2973	2609	621	3091	2647	2726	691	3195	2629	2752	699	3147	2781	1298	464	2013	2693	1079	469	1870	2487	1115	512	2052
Rin2	34	4	5	17	64	9	6	10	43	3	5	9	48	17	17	9	49	10	3	4	38	9	10	10
Ptdss1	1328	1628	1726	1370	1311	1697	1799	1477	1261	1876	1849	1427	1505	2211	1857	1692	1551	2069	1998	1767	1497	1943	1979	1617
Ptdss2	108	240	205	256	68	216	196	248	65	227	212	247	81	211	152	203	109	214	191	196	108	181	180	200
Alkbh3os1	75	43	62	51	73	47	54	47	60	48	39	51	55	51	46	53	42	49	50	49	48	63	49	32
Gm43132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1galt1c1	325	293	326	310	223	321	285	305	272	347	345	317	341	347	362	301	258	327	316	292	297	340	299	365
LOC115486409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115486408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam90a1b	4	4	0	0	2	0	3	2	9	0	2	0	4	5	4	13	4	0	0	0	7	4	5	0
Fam90a1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rest	1350	1871	1433	1804	1471	1836	1635	1881	1521	1535	1173	2136	1441	1625	1309	1890	1646	1496	1501	1849	1606	1719	1523	1635
LOC115486405	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Rinl	2504	4519	3030	4246	2087	4739	3309	4359	2536	4386	2751	4579	1484	2857	1940	3912	1651	3497	1981	3757	1751	2942	1905	4215
Gm19385	4	2	0	0	2	0	0	2	2	2	0	0	11	0	0	0	7	0	0	0	11	0	0	0
Fam120aos	918	947	788	879	857	951	766	865	739	941	814	1112	985	719	609	716	820	808	612	679	760	821	679	983
Tsen34	299	332	174	444	283	368	188	326	279	372	202	345	452	294	217	287	445	233	241	317	368	286	236	307
Ptrh1	50	152	250	102	36	142	277	102	66	122	288	115	65	205	288	134	83	201	365	124	76	184	299	175
4930486I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gulp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34764	0	0	0	4	0	0	2	2	0	2	0	0	2	2	2	0	0	0	0	4	0	4	0	0
Gm34766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc24	45	36	5	73	40	44	5	53	65	33	5	41	55	20	10	31	53	12	18	20	66	16	6	29
Gm34762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30078	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
Gm30075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp28	203	99	50	121	185	113	51	131	160	135	69	133	278	109	77	109	218	66	63	117	184	73	68	135
Dnajb9	5407	3053	3201	3225	5357	3684	3871	3910	5737	3294	4238	3863	5413	3444	3804	3815	6133	3253	4550	3142	6318	3699	4734	3337
Dnajb8	1	0	1	0	4	0	2	3	2	0	0	0	2	0	2	2	7	0	2	2	8	0	1	0
Dnajb3	12	9	21	16	4	18	37	10	4	12	28	7	6	16	20	21	4	13	32	13	5	21	26	15
Dnajb2	707	969	756	862	830	1054	735	931	865	944	731	1069	620	680	594	628	642	633	524	670	620	717	598	772
Dnajb1	3532	4161	2256	5286	3635	4156	2323	5749	3637	4734	2020	5887	4373	2749	2098	4015	4179	2502	2246	4010	4285	2505	2286	4175
Gm38686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38687	2	12	7	7	17	10	6	3	7	5	5	10	13	19	7	11	5	10	7	10	4	9	10	20
Cdr2l	47	12	6	4	23	8	7	6	21	12	5	18	71	2	9	7	67	5	6	15	66	7	7	19
Dnajb4	995	795	563	881	991	928	715	1251	1049	956	547	1200	1235	779	542	1028	1481	629	710	631	1470	756	715	738
4930544D05Rik	2	2	4	7	2	4	0	3	3	5	0	3	5	4	4	2	3	5	0	5	0	4	4	2
Xrcc1	680	1184	913	954	707	1149	909	981	751	1220	964	1001	719	1153	1058	1029	793	1165	1000	992	711	1227	942	1018
Xrcc3	51	15	54	7	26	16	38	18	29	17	46	30	22	40	31	30	18	23	33	16	30	38	45	17
Xrcc2	318	115	81	60	322	80	78	98	251	81	91	70	169	75	65	80	161	52	101	57	197	82	91	51
Xrcc5	780	1553	3069	1148	878	1807	2881	1440	894	1945	3456	1510	968	2188	2697	1691	791	2553	2733	1740	804	2399	2807	1671
Xrcc4	309	410	337	394	245	388	377	437	309	379	405	439	360	420	479	368	316	446	349	315	315	442	461	414
Xrcc6	265	853	1262	577	260	858	1205	667	331	910	1320	661	335	1135	1362	945	343	1368	1256	855	303	1195	1316	889
Camsap2	5131	1776	1494	1572	6424	1622	1555	1708	5399	1309	1290	1547	5306	1883	1707	1732	5785	2239	2223	1567	5921	1940	2082	1350
Camsap3	36	14	10	5	35	4	20	10	40	5	18	10	20	10	19	13	27	12	32	9	23	10	18	17
Camsap1	642	1442	1871	1219	583	1203	1734	1221	689	1127	2115	1363	777	1730	1922	1710	810	1918	2212	1792	906	1830	2278	1449
Gm12718	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933412O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amot	11	11	0	2	8	10	9	7	9	7	0	5	7	9	6	6	15	8	6	10	8	2	8	3
Rpl23a	38420	38832	41314	35667	38895	39475	41816	37608	36287	39480	39704	38125	63497	44883	46341	35677	43752	42171	42311	33969	43786	42705	45486	41573
Srp68	2400	4287	5192	3675	2482	4328	5279	3847	2476	4454	5438	3701	2830	4841	5100	4204	2652	5095	5227	4207	2613	5105	5369	4176
Fam205c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acad12	10	10	0	30	19	14	0	30	25	21	4	24	16	6	0	17	11	12	5	6	22	8	0	8
Acad10	228	131	28	164	238	140	31	180	242	115	33	238	168	73	11	156	185	54	27	146	188	62	15	112
Acad11	315	145	84	196	240	135	56	236	286	139	75	212	245	154	80	131	225	141	68	170	252	110	79	191
Gm35419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
9530020I12Rik	32	10	0	15	26	18	0	13	30	28	0	11	18	10	0	20	15	4	0	2	16	6	0	13
Gm35415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35417	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	2	0
Gm35410	0	6	0	5	4	1	1	5	6	0	3	1	4	3	0	6	3	8	0	0	3	1	7	1
Gm35413	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7420701I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm31304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31305	7	8	11	4	5	10	28	26	5	9	11	27	0	15	15	22	6	18	22	7	3	14	23	18
Gm31307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cort	6	0	4	4	0	4	3	0	1	2	8	4	0	0	3	3	2	4	4	0	0	3	2	0
Mccc2	133	106	67	102	152	100	118	115	164	92	79	119	136	90	109	119	140	81	71	96	130	110	91	83
Mccc1	402	348	286	327	347	326	290	344	417	260	328	323	286	291	280	268	342	288	316	274	359	250	267	299
Gm36822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm36824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36826	1	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	10	2	0	0	0	2	0	0
Gm36827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310069B03Rik	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm21310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Habp4	563	233	83	411	446	294	94	463	523	324	90	393	457	182	87	290	446	187	103	249	459	158	136	319
Spata9	14	10	3	12	2	10	0	7	4	10	0	4	2	3	0	11	2	2	2	3	3	9	0	2
Habp2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Spata3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata2	2729	1426	1415	1569	2446	1345	1428	1715	2540	1247	1374	1677	3254	1436	1394	1785	3318	1314	1563	1685	3179	1328	1601	1588
Spata1	123	101	56	108	144	97	63	106	105	116	56	127	79	61	50	89	92	65	29	95	102	55	53	93
Spata7	23	9	10	9	12	12	13	16	20	0	4	3	6	11	5	10	13	2	17	9	16	7	10	13
Spata6	1378	1305	135	1770	1351	1371	169	1951	1205	1105	113	1986	1069	483	72	1247	1131	532	69	1231	1160	471	77	1451
Spata5	808	1962	3720	1267	999	2040	4007	1505	749	2045	3938	1512	956	2947	4075	2425	863	2863	4694	2282	791	2963	4487	1851
Spata4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb2b30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumf2	140	235	248	208	114	161	229	234	137	253	245	213	130	223	263	209	130	262	246	204	136	266	289	260
BC065397	92	165	58	123	99	153	69	134	103	150	61	181	54	90	59	94	76	83	52	78	77	84	49	110
Rab3ip	2459	1254	324	1538	2511	1253	356	1586	2507	1306	315	1417	2366	639	366	989	2268	540	350	806	2374	604	338	1049
4930570E03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930542M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610028E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumf1	339	197	113	241	277	213	132	204	332	239	144	235	370	176	136	250	362	218	128	222	357	194	150	211
Glipr2	1133	1523	841	2182	1072	1763	852	2424	1284	1770	760	2374	1370	1121	956	1834	1259	1543	1331	2082	1048	1275	1251	2089
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox18	385	657	989	559	404	812	919	726	442	668	962	646	464	734	786	645	412	700	831	637	442	758	794	634
Cox19	129	205	263	196	117	219	268	199	93	214	301	191	168	343	343	207	153	281	351	253	161	305	301	263
Ssr2	1884	2623	3442	2077	1841	2808	3551	2430	1694	3041	4024	2078	2948	3625	4802	2883	2246	3797	4429	2963	2030	3571	4576	3373
Ssr3	4592	3771	4067	4115	4045	4106	4108	4446	4149	4231	4602	4677	6053	4379	5248	4599	5890	4888	5100	4781	5449	4596	5842	4760
Ssr4	1564	2236	3182	1841	1414	2257	2983	2138	1360	2504	3271	2058	2038	2851	3924	2204	1640	3010	3143	2221	1324	3009	3648	2669
Focad	1436	704	1067	549	1524	708	1258	625	1578	677	1218	595	1175	903	1032	659	1285	1068	1110	716	1515	999	1037	638
Gm33811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox10	983	1205	1731	912	1087	1183	1745	999	933	1390	1957	988	1232	1567	2002	1255	1086	1589	1803	1232	1064	1713	1844	1222
Cox11	427	398	559	407	463	413	572	451	420	431	554	463	555	472	649	494	529	452	592	454	573	471	636	558
A630076J17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox15	831	664	562	630	618	664	517	737	850	653	540	684	783	565	477	523	811	559	520	512	824	526	526	617
Cox16	676	650	779	544	596	665	809	546	576	782	773	590	949	714	1028	587	712	699	774	635	648	717	829	740
Gm33819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016J18Rik	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etfdh	652	838	142	797	736	858	190	867	754	780	165	1006	1065	596	214	724	975	548	192	618	889	550	210	740
Pfkp	8228	27324	38156	16835	8582	24174	36630	18759	8476	20738	34876	19070	6223	27307	27674	24683	7161	31283	34129	26678	8296	29585	32115	22342
Pfkm	207	112	46	124	226	101	39	120	221	117	48	179	219	87	53	188	225	72	55	119	215	83	60	203
Pfkl	1535	9431	11330	8358	1427	9671	11103	8387	1503	9962	11917	8482	1884	11328	10463	9745	1749	11193	10740	10013	1844	11896	10462	10098
Cdadc1	1460	1017	440	1036	1462	1059	530	1202	1507	924	442	1239	1590	694	536	939	1565	729	672	678	1663	585	575	880
Dysf	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0
4933412E12Rik	74	47	32	87	53	57	22	87	83	55	27	85	97	117	46	148	89	113	48	154	96	87	42	161
Nomo1	1661	4373	8446	2755	1535	4236	8446	3498	1688	4276	9479	3278	1628	8803	10415	6378	1735	8722	11630	7320	1823	8843	11217	5818
Cnga1	79	60	4	125	86	60	6	130	122	75	7	110	130	25	4	83	128	22	0	58	119	17	4	112
Cnga2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0
Cnga4	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0
Leap2	0	2	0	1	5	4	1	3	5	3	3	0	4	6	4	0	2	1	3	1	4	3	5	5
Tmem67	106	42	42	56	99	42	44	69	120	33	40	47	64	35	30	54	67	36	29	50	94	29	43	38
Gm30898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm30895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msh3	830	580	264	577	706	569	280	650	846	582	267	554	738	498	308	646	773	467	273	580	811	505	292	542
Msh4	0	3	8	0	0	6	21	1	2	0	10	3	0	2	4	2	0	4	7	4	2	3	12	2
Msh5	77	41	19	49	61	46	34	41	76	46	24	52	25	29	21	33	27	21	15	43	33	22	13	33
Msh6	983	1135	1103	1050	997	1115	1219	1120	997	1054	1127	1171	1020	1166	1236	1354	1136	1234	1321	1348	1158	1128	1397	1318
Gm30890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap15os	3	5	1	7	5	2	0	2	11	1	0	2	4	0	0	0	5	0	0	0	4	2	0	0
Mapkapk5	1648	1503	1942	1615	1635	1688	2000	1645	1407	1697	2197	1717	1817	1744	2228	1810	1619	1787	2083	1807	1673	1892	2168	1794
Mapkapk3	460	3188	4179	2395	622	3066	4327	2784	487	3030	4523	2607	707	5119	4660	4112	540	5206	4491	4106	718	5000	4423	3898
Mapkapk2	2305	4349	4700	3684	2574	4374	4838	4013	2366	4349	4087	4185	3066	5571	5907	5583	2812	7385	6576	6969	2676	5899	6679	5062
Kifc5b	126	68	40	102	114	86	50	112	100	92	30	94	100	47	27	81	136	57	35	61	141	40	59	54
Anxa1	11	0	0	6	2	7	0	8	12	10	2	4	54	6	6	4	28	4	10	0	11	12	2	0
Ppp1r3f	338	204	70	276	314	235	80	269	404	181	53	302	256	130	89	159	251	87	51	140	284	121	61	151
Ppp1r3e	87	190	182	105	73	167	186	86	54	152	171	112	41	198	197	159	64	226	174	141	69	233	211	104
Anxa2	305	1374	1006	1143	367	1586	1084	1081	345	1544	928	1143	477	1876	1956	1498	420	2149	2201	1747	322	1770	1952	1525
Ppp1r3c	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	5	0	0
Gm28347	2	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Anxa7	1059	2175	1185	2425	1181	2270	1221	2662	1205	2394	1252	2691	1148	1939	1443	2140	1116	2272	1562	2123	1025	1966	1545	2387
Anxa6	13487	8312	4445	6985	11366	8257	4346	7486	13898	8184	4015	7267	12010	6932	3843	6328	12609	7462	4953	6962	12169	7184	4397	6996
Anxa9	17	19	20	5	14	16	21	19	17	19	33	17	5	18	29	19	15	9	16	17	4	14	31	16
Anxa8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Vmn1r85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h13	4813	2434	2550	2015	5081	2392	2568	2275	4973	2090	2487	2303	3719	2368	2450	2447	4557	2365	2734	2231	4828	2257	2652	2140
Vmn1r86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Vmn1r83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1c	228	48	52	56	175	56	52	72	230	58	66	61	272	50	55	47	309	46	44	62	275	49	63	58
Zc3h18	4252	4467	5541	3519	4515	4512	5535	3811	4285	4300	5252	3747	4114	5416	5558	4884	4536	5118	5291	4556	4526	5391	5596	4426
Gramd1a	9063	12529	7207	13213	8755	12191	7384	13900	8098	12047	5377	13573	8688	8228	6224	11899	9228	9780	6327	12196	10218	8152	6107	12577
Vmn1r89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20190	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Sycp2l	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbip1	342	706	929	634	353	709	906	776	403	736	1040	751	431	726	1079	840	397	765	889	714	357	764	1042	962
Gm42326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bax	1070	1879	2409	1641	1158	1958	2314	1752	1067	2126	2546	1725	1436	2780	3366	2195	1227	2666	3113	2217	1301	2876	3277	2520
Bad	138	99	28	159	83	112	20	172	110	123	24	172	245	88	26	141	202	73	34	129	201	78	43	129
Ddx59	203	304	301	286	211	293	279	317	205	265	283	321	240	265	253	330	190	301	247	316	210	310	236	315
Nipal4	0	2	0	0	5	0	2	0	8	0	0	0	6	0	0	0	8	0	0	5	8	0	0	0
Gm9465	18	12	3	13	23	20	11	17	10	14	0	23	25	18	9	12	11	13	5	21	26	15	8	11
Gm34490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipsnap2	573	758	488	718	612	812	544	703	695	684	494	718	488	508	433	628	508	531	389	502	482	569	465	589
Nipsnap1	502	508	322	616	416	532	443	608	471	559	392	623	554	490	427	564	574	500	405	522	558	485	402	587
Bpgm	455	267	141	326	648	307	175	334	458	317	172	361	1121	196	187	268	859	220	211	220	789	194	191	214
Gm28364	199	254	230	216	171	271	257	214	229	192	218	205	160	291	231	260	195	218	282	224	225	251	245	222
Derpc	1842	3364	4208	2787	1595	3164	4257	2314	1618	3469	3860	2849	1188	3463	3820	3402	1057	4093	3974	2699	998	3793	3974	3472
Ppp1r37	2943	2492	2374	2038	2894	2492	2533	2210	2704	2435	2370	2196	2975	2571	2368	2409	2848	2484	2362	2333	3182	2461	2297	2269
Ppp1r36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r35	93	234	183	322	86	290	194	325	100	302	207	349	145	246	244	276	126	250	202	264	119	233	234	375
Ppp1r32	56	57	67	52	82	79	67	49	65	81	64	61	62	81	85	68	39	67	64	73	41	72	78	44
Vmn1r143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naip5	9	11	7	16	20	20	18	11	33	10	16	17	35	12	13	27	30	22	24	18	38	10	19	24
Naip6	11	3	6	7	7	9	9	8	12	3	6	9	16	5	12	6	22	9	20	6	26	4	14	20
Naip1	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2
Naip2	34	37	25	29	37	54	19	42	51	26	15	47	64	25	39	53	88	54	62	32	75	34	43	36
D930032P07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp935	256	387	244	412	250	416	243	448	281	361	223	495	271	221	200	358	229	268	204	294	216	246	235	340
4933402C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2026	23	37	26	37	27	41	31	46	27	43	38	43	37	42	41	48	41	43	36	38	29	41	35	44
Plcz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mirg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0
Gm29903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29901	0	6	2	3	10	8	7	2	6	6	8	6	6	7	6	3	12	4	6	0	2	6	10	3
Safb2	4445	4839	3607	4366	4779	4725	3575	4621	4943	4503	3590	4394	3664	4491	3837	4653	4401	4223	3411	4171	4836	4270	3705	4393
Cct6a	4279	8896	17854	6488	4385	9578	17818	7648	4503	9548	19030	7644	5444	13896	19384	10753	5041	15206	19487	10896	4594	14593	20610	10444
Gm29906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Haao	749	858	51	1366	637	813	50	1411	950	856	48	1445	464	165	32	555	472	193	32	525	526	161	18	646
Paip2	5976	3415	924	4209	6107	3615	1000	4321	5667	3363	858	4516	7897	2260	1043	2649	6567	2263	1028	2610	5498	2370	988	3477
Paip1	1379	1325	1623	1109	1338	1450	1635	1342	1912	2150	2573	1343	2318	2283	2612	2242	2291	2347	2558	2178	2461	2180	2669	2373
A130030D18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
